customer_id,tenure_months,contract,internet_service,monthly_charges,total_charges,payment_method,tech_support,online_security,senior_citizen,partner,paperless_billing,num_support_tickets,churn
CUST01612,36,Month-to-month,Fiber optic,107.98,3876.83,Credit card (automatic),No,No,0,Yes,No,0,0
CUST01613,48,Month-to-month,DSL,75.49,3509.35,Bank transfer (automatic),Yes,Yes,0,Yes,Yes,1,0
CUST01614,43,Two year,Fiber optic,83.99,3581.84,Electronic check,No,Yes,0,Yes,Yes,3,0
CUST01615,55,Month-to-month,DSL,106.7,5801.61,Mailed check,Yes,No,1,Yes,Yes,1,0
CUST01616,27,Month-to-month,No,97.14,2568.96,Credit card (automatic),No,Yes,0,Yes,Yes,2,1
CUST01617,5,Month-to-month,No,82.27,398.34,Electronic check,Yes,Yes,0,Yes,Yes,3,1
CUST01618,60,One year,DSL,118.19,6884.04,Electronic check,Yes,No,0,No,Yes,3,1
CUST01619,19,Month-to-month,Fiber optic,87.94,1613.02,Electronic check,No,No,0,No,No,1,0
CUST01620,1,Month-to-month,DSL,117.5,114.13,Credit card (automatic),No,No,0,Yes,Yes,2,1
CUST01621,72,Two year,Fiber optic,23.85,1716.31,Credit card (automatic),Yes,No,0,No,Yes,0,0
CUST01622,36,Two year,No,32.17,1121.26,Mailed check,No,No,0,No,Yes,0,0
CUST01623,19,One year,Fiber optic,64.05,1196.6,Bank transfer (automatic),Yes,Yes,0,No,Yes,1,0
CUST01624,25,Month-to-month,DSL,57.26,1382.8,Electronic check,No,Yes,0,Yes,No,2,0
CUST01625,28,Month-to-month,DSL,97.84,2666.46,Electronic check,No,No,0,Yes,No,0,0
CUST01626,0,One year,No,34.38,32.81,Credit card (automatic),No,No,0,Yes,No,1,0
CUST01627,34,Month-to-month,Fiber optic,117.56,3949.72,Electronic check,Yes,No,0,No,Yes,2,1
CUST01628,69,Two year,Fiber optic,50.14,3401.02,Mailed check,No,No,0,No,Yes,0,0
CUST01629,58,One year,DSL,61.75,3464.65,Bank transfer (automatic),No,Yes,0,No,Yes,2,0
CUST01630,68,Month-to-month,DSL,46.02,3055.01,Electronic check,Yes,No,0,Yes,Yes,0,0
CUST01631,32,Two year,No,77.1,2451.44,Mailed check,Yes,Yes,0,Yes,Yes,1,0
CUST01632,50,Two year,Fiber optic,23.98,1141.71,Bank transfer (automatic),Yes,No,0,Yes,No,0,0
CUST01633,11,Month-to-month,Fiber optic,33.27,364.69,Bank transfer (automatic),Yes,Yes,0,Yes,Yes,0,0
CUST01634,19,Month-to-month,Fiber optic,94.07,1740.04,Electronic check,Yes,No,0,Yes,Yes,2,0
CUST01635,52,Month-to-month,Fiber optic,37.02,1911.53,Electronic check,Yes,Yes,0,Yes,No,0,0
CUST01636,42,Month-to-month,DSL,42.02,1752.62,Bank transfer (automatic),No,No,0,No,No,1,0
CUST01637,49,Month-to-month,DSL,98.88,4617.09,Credit card (automatic),Yes,Yes,0,Yes,Yes,0,0
CUST01638,28,One year,Fiber optic,27.52,762.15,Electronic check,Yes,Yes,1,No,Yes,3,0
CUST01639,56,Two year,Fiber optic,62.62,3459.88,Credit card (automatic),Yes,No,0,No,No,4,0
CUST01640,38,Month-to-month,Fiber optic,20.35,736.31,Bank transfer (automatic),No,No,0,No,Yes,0,0
CUST01641,55,Month-to-month,No,53.37,2926.62,Credit card (automatic),Yes,No,0,No,No,2,1
CUST01642,42,One year,Fiber optic,89.3,3682.07,Electronic check,No,Yes,0,Yes,Yes,2,1
CUST01643,49,Month-to-month,DSL,27.19,1276.85,Electronic check,No,No,1,Yes,Yes,2,0
CUST01644,22,Two year,No,108.61,2284.66,Electronic check,No,Yes,0,No,Yes,0,0
CUST01645,43,Month-to-month,Fiber optic,110.77,4658.79,Mailed check,Yes,Yes,0,Yes,Yes,3,0
CUST01646,37,Month-to-month,Fiber optic,28.71,1012.28,Credit card (automatic),No,No,0,No,No,0,0
CUST01647,22,Month-to-month,Fiber optic,119.05,2509.68,Electronic check,Yes,Yes,0,Yes,No,3,1
CUST01648,44,One year,Fiber optic,48.35,2121.92,Bank transfer (automatic),No,No,0,Yes,No,2,0
CUST01649,51,Month-to-month,DSL,26.58,1338.28,Electronic check,No,No,0,No,Yes,3,0
CUST01650,49,One year,Fiber optic,18.52,889.94,Bank transfer (automatic),No,Yes,1,Yes,No,2,0
CUST01651,7,Month-to-month,No,59.67,401.17,Electronic check,No,Yes,0,Yes,No,3,1
CUST01652,0,Month-to-month,Fiber optic,82.24,79.03,Electronic check,No,No,0,No,No,0,1
CUST01653,7,Month-to-month,Fiber optic,51.88,353.1,Electronic check,Yes,No,0,Yes,Yes,0,0
CUST01654,28,Two year,DSL,103.35,2858.21,Credit card (automatic),Yes,No,0,No,No,1,0
CUST01655,4,Two year,DSL,91.09,346.21,Electronic check,No,No,1,Yes,Yes,0,0
CUST01656,46,Month-to-month,DSL,53.72,2353.03,Electronic check,No,No,0,Yes,No,0,0
CUST01657,33,Month-to-month,DSL,92.9,3045.79,Electronic check,No,Yes,0,Yes,Yes,2,0
CUST01658,64,Month-to-month,No,113.93,7223.73,Credit card (automatic),No,No,0,Yes,No,0,0
CUST01659,54,Month-to-month,Fiber optic,27.5,1462.33,Bank transfer (automatic),Yes,Yes,0,Yes,No,2,0
CUST01660,42,Month-to-month,Fiber optic,49.22,2015.51,Bank transfer (automatic),No,No,0,No,Yes,0,1
CUST01661,29,Two year,Fiber optic,65.26,1811.65,Bank transfer (automatic),No,Yes,0,No,Yes,0,0
CUST01662,16,Two year,DSL,68.79,1051.23,Electronic check,No,No,0,No,Yes,0,0
CUST01663,25,Month-to-month,No,73.3,1823.83,Bank transfer (automatic),No,Yes,0,Yes,No,2,1
CUST01664,7,Month-to-month,Fiber optic,48.66,330.1,Electronic check,No,No,1,Yes,No,2,1
CUST01665,46,Two year,DSL,86.06,3898.53,Mailed check,No,No,0,No,Yes,0,0
CUST01666,71,Two year,Fiber optic,83.8,5788.02,Bank transfer (automatic),No,No,0,No,No,2,0
CUST01667,45,Month-to-month,No,76.94,3415.72,Bank transfer (automatic),Yes,No,0,Yes,Yes,2,0
CUST01668,67,Month-to-month,No,29.6,1903.21,Electronic check,Yes,No,0,Yes,Yes,1,0
CUST01669,32,Month-to-month,DSL,66.65,2077.83,Electronic check,No,Yes,0,Yes,Yes,2,1
CUST01670,0,Month-to-month,No,54.34,52.65,Credit card (automatic),No,No,0,Yes,Yes,1,0
CUST01671,18,Month-to-month,DSL,68.09,1179.36,Bank transfer (automatic),Yes,No,0,No,No,1,0
CUST01672,30,Month-to-month,DSL,112.03,3293.3,Electronic check,No,Yes,0,Yes,No,0,1
CUST01673,13,One year,No,67.01,850.96,Electronic check,No,No,0,Yes,Yes,0,0
CUST01674,52,Month-to-month,No,19.43,984.88,Credit card (automatic),No,No,0,No,No,2,0
CUST01675,47,Month-to-month,Fiber optic,62.76,2889.41,Bank transfer (automatic),No,No,0,Yes,No,3,1
CUST01676,68,Month-to-month,Fiber optic,101.71,6619.76,Credit card (automatic),Yes,Yes,0,No,Yes,1,1
CUST01677,61,Two year,No,97.57,5764.45,Electronic check,No,No,0,No,Yes,2,0
CUST01678,65,Two year,Fiber optic,70.37,4419.6,Mailed check,Yes,Yes,0,Yes,No,0,0
CUST01679,63,Month-to-month,No,43.48,2707.63,Electronic check,No,No,1,No,No,0,0
CUST01680,69,Month-to-month,Fiber optic,65.44,4297.66,Bank transfer (automatic),Yes,No,0,Yes,Yes,1,0
CUST01681,62,Two year,No,75.5,4512.94,Electronic check,No,No,0,Yes,Yes,1,0
CUST01682,72,Month-to-month,No,119.99,8603.99,Electronic check,No,No,0,No,No,2,0
CUST01683,32,Month-to-month,DSL,83.71,2585.01,Electronic check,No,Yes,0,No,Yes,0,1
CUST01684,40,Month-to-month,No,88.82,3402.14,Bank transfer (automatic),No,No,0,No,No,0,0
CUST01685,47,Month-to-month,Fiber optic,68.13,3163.26,Mailed check,Yes,Yes,0,No,Yes,1,0
CUST01686,12,Month-to-month,Fiber optic,54.16,618.98,Bank transfer (automatic),No,Yes,0,Yes,Yes,1,0
CUST01687,72,Two year,Fiber optic,100.92,7057.82,Credit card (automatic),Yes,No,0,No,Yes,1,0
CUST01688,30,One year,DSL,68.48,2039.54,Bank transfer (automatic),Yes,Yes,0,No,Yes,0,1
CUST01689,67,Month-to-month,Fiber optic,119.46,7985.45,Mailed check,No,No,0,Yes,Yes,0,1
CUST01690,3,Two year,No,64.63,186.61,Credit card (automatic),No,No,0,No,Yes,1,0
CUST01691,18,Month-to-month,DSL,24.94,433.12,Mailed check,No,No,0,Yes,No,0,0
CUST01692,69,Month-to-month,Fiber optic,87.62,5914.96,Electronic check,No,Yes,0,No,Yes,1,0
CUST01693,12,One year,No,22.76,262.56,Credit card (automatic),No,No,0,No,No,1,0
CUST01694,22,One year,Fiber optic,43.55,917.42,Electronic check,No,No,0,No,No,1,1
CUST01695,0,Month-to-month,Fiber optic,54.08,52.53,Mailed check,No,No,0,Yes,No,2,1
CUST01696,53,Month-to-month,Fiber optic,93.43,4722.09,Electronic check,No,No,0,Yes,Yes,1,0
CUST01697,70,One year,Fiber optic,68.41,4763.37,Mailed check,No,No,0,Yes,No,2,0
CUST01698,14,One year,Fiber optic,20.92,283.13,Bank transfer (automatic),No,No,0,No,No,0,0
CUST01699,64,One year,No,80.92,5007.01,Electronic check,No,Yes,0,Yes,Yes,2,0
CUST01700,70,Month-to-month,Fiber optic,59.97,4154.11,Bank transfer (automatic),Yes,Yes,0,No,Yes,1,0
CUST01701,14,Month-to-month,No,112.03,1516.78,Bank transfer (automatic),No,No,0,Yes,Yes,2,1
CUST01702,20,Month-to-month,Fiber optic,68.96,1362.71,Electronic check,No,No,0,Yes,Yes,1,1
CUST01703,18,Month-to-month,DSL,90.32,1559.2,Mailed check,Yes,No,0,Yes,No,1,1
CUST01704,59,Two year,Fiber optic,40.32,2322.86,Electronic check,Yes,No,0,No,No,3,1
CUST01705,32,Month-to-month,Fiber optic,95.62,3024.42,Credit card (automatic),No,No,0,No,No,2,0
CUST01706,48,Month-to-month,Fiber optic,91.54,4273.07,Bank transfer (automatic),Yes,No,0,Yes,Yes,0,1
CUST01707,34,One year,DSL,110.22,3573.56,Credit card (automatic),No,No,0,Yes,No,0,0
CUST01708,43,Month-to-month,DSL,21.45,910.22,Electronic check,Yes,No,0,No,Yes,0,1
CUST01709,10,Month-to-month,DSL,63.65,620.4,Electronic check,Yes,Yes,0,Yes,Yes,1,1
CUST01710,71,Two year,DSL,87.27,5984.39,Electronic check,No,No,0,No,No,1,0
CUST01711,65,Two year,Fiber optic,27.71,1800.5,Electronic check,Yes,No,0,No,Yes,2,0
CUST01712,45,One year,DSL,59.88,2677.9,Mailed check,No,Yes,1,Yes,Yes,2,0
CUST01713,8,Month-to-month,Fiber optic,114.1,868.89,Credit card (automatic),No,Yes,1,No,No,3,1
CUST01714,2,One year,DSL,62.47,122.4,Mailed check,No,Yes,0,No,No,1,0
CUST01715,25,One year,DSL,118.51,2867.14,Credit card (automatic),No,Yes,1,No,Yes,1,0
CUST01716,71,Month-to-month,Fiber optic,23.8,1608.47,Electronic check,Yes,No,0,No,No,1,0
CUST01717,47,Month-to-month,DSL,91.22,4075.39,Credit card (automatic),Yes,Yes,0,No,Yes,0,0
CUST01718,65,Two year,No,77.26,4917.38,Electronic check,Yes,No,0,Yes,No,0,0
CUST01719,69,Month-to-month,DSL,69.06,4603.16,Credit card (automatic),Yes,No,0,Yes,Yes,3,0
CUST01720,27,One year,Fiber optic,117.03,3112.94,Electronic check,No,No,0,Yes,No,3,1
CUST01721,25,Month-to-month,No,31.22,759.21,Credit card (automatic),Yes,No,0,No,No,1,0
CUST01722,24,Month-to-month,Fiber optic,109.39,2594.71,Electronic check,No,No,1,Yes,Yes,2,0
CUST01723,11,Month-to-month,DSL,88.51,964.51,Electronic check,Yes,Yes,0,Yes,No,0,1
CUST01724,4,Two year,Fiber optic,44.42,174.63,Mailed check,No,Yes,0,Yes,No,0,0
CUST01725,47,Month-to-month,Fiber optic,109.97,5018.18,Mailed check,Yes,No,0,Yes,Yes,1,1
CUST01726,36,Month-to-month,No,61.79,2223.16,Bank transfer (automatic),Yes,No,0,Yes,No,0,0
CUST01727,43,One year,No,101.05,4194.52,Credit card (automatic),No,Yes,0,Yes,No,1,0
CUST01728,14,One year,DSL,57.66,787.65,Bank transfer (automatic),No,Yes,0,No,Yes,3,1
CUST01729,42,Two year,No,104.79,4295.64,Bank transfer (automatic),No,No,1,No,Yes,0,0
CUST01730,47,Month-to-month,DSL,82.94,3786.76,Electronic check,No,No,1,No,Yes,4,0
CUST01731,69,Month-to-month,DSL,32.39,2136.73,Bank transfer (automatic),No,No,0,Yes,Yes,2,0
CUST01732,45,Two year,No,84.27,3669.65,Mailed check,No,Yes,1,No,Yes,1,0
CUST01733,42,One year,DSL,37.52,1514.0,Credit card (automatic),Yes,No,0,No,Yes,0,0
CUST01734,20,Month-to-month,DSL,60.02,1194.39,Mailed check,Yes,No,0,Yes,No,0,0
CUST01735,22,Month-to-month,DSL,35.37,764.73,Bank transfer (automatic),No,No,0,Yes,No,0,0
CUST01736,46,Two year,Fiber optic,20.25,898.33,Electronic check,Yes,No,0,No,No,2,0
CUST01737,14,Month-to-month,Fiber optic,39.61,542.5,Electronic check,Yes,No,0,No,No,2,1
CUST01738,24,One year,Fiber optic,72.71,1732.23,Mailed check,Yes,No,0,Yes,Yes,0,0
CUST01739,35,Month-to-month,DSL,67.12,2341.5,Electronic check,Yes,No,0,Yes,No,1,0
CUST01740,50,Month-to-month,Fiber optic,69.15,3297.6,Electronic check,No,Yes,0,No,Yes,1,1
CUST01741,14,One year,No,43.26,599.19,Electronic check,Yes,No,0,No,Yes,0,0
CUST01742,67,Month-to-month,No,87.89,5878.71,Credit card (automatic),No,No,0,No,Yes,2,1
CUST01743,20,Month-to-month,DSL,89.83,1748.74,Electronic check,Yes,No,0,Yes,Yes,1,1
CUST01744,12,Month-to-month,No,54.51,653.97,Credit card (automatic),No,No,0,Yes,Yes,0,1
CUST01745,18,Month-to-month,Fiber optic,107.88,1937.67,Electronic check,No,No,0,No,Yes,1,0
CUST01746,33,One year,DSL,83.69,2714.39,Electronic check,Yes,No,0,Yes,No,1,0
CUST01747,67,Two year,DSL,90.73,6032.59,Bank transfer (automatic),No,Yes,0,Yes,Yes,1,0
CUST01748,51,One year,DSL,46.29,2277.76,Mailed check,Yes,No,0,Yes,Yes,2,0
CUST01749,26,Month-to-month,Fiber optic,18.06,467.62,Mailed check,No,No,0,Yes,No,0,1
CUST01750,28,Month-to-month,DSL,106.27,2914.84,Bank transfer (automatic),No,Yes,0,No,Yes,3,0
CUST01751,27,Month-to-month,Fiber optic,101.89,2683.58,Electronic check,No,No,0,No,No,1,1
CUST01752,34,Two year,DSL,30.57,1030.84,Bank transfer (automatic),Yes,Yes,0,Yes,Yes,0,0
CUST01753,7,Two year,No,56.16,390.95,Mailed check,Yes,No,0,No,Yes,1,0
CUST01754,15,Two year,DSL,85.46,1262.75,Electronic check,Yes,No,0,No,Yes,2,0
CUST01755,35,Month-to-month,No,84.52,2813.99,Credit card (automatic),Yes,Yes,0,No,Yes,0,1
CUST01756,29,Month-to-month,No,105.76,3005.27,Bank transfer (automatic),Yes,No,1,No,Yes,0,0
CUST01757,17,Month-to-month,DSL,32.31,544.37,Mailed check,Yes,No,0,Yes,Yes,0,1
CUST01758,1,Month-to-month,Fiber optic,61.85,60.44,Credit card (automatic),No,Yes,0,No,No,1,0
CUST01759,48,Month-to-month,DSL,27.92,1335.8,Credit card (automatic),No,No,0,Yes,Yes,0,0
CUST01760,3,Two year,No,57.74,172.33,Mailed check,Yes,No,1,Yes,Yes,0,0
CUST01761,6,Month-to-month,Fiber optic,19.54,114.48,Electronic check,No,Yes,0,Yes,No,1,1
CUST01762,38,Month-to-month,DSL,109.62,4041.39,Credit card (automatic),No,No,0,Yes,No,0,0
CUST01763,12,Month-to-month,DSL,71.76,820.44,Electronic check,No,Yes,0,No,Yes,2,0
CUST01764,30,Two year,Fiber optic,104.68,3082.71,Electronic check,No,Yes,0,No,Yes,0,0
CUST01765,70,One year,No,24.11,1625.76,Electronic check,No,Yes,0,No,Yes,1,0
CUST01766,62,One year,Fiber optic,41.2,2512.05,Bank transfer (automatic),No,Yes,0,No,No,2,0
CUST01767,55,Two year,No,44.46,2420.7,Credit card (automatic),No,Yes,0,Yes,No,0,0
CUST01768,41,Month-to-month,Fiber optic,57.44,2285.41,Bank transfer (automatic),No,No,0,Yes,No,1,0
CUST01769,60,One year,DSL,99.89,5698.4,Credit card (automatic),No,Yes,0,No,No,4,0
CUST01770,41,Month-to-month,No,57.43,2338.77,Electronic check,Yes,Yes,0,No,Yes,4,0
CUST01771,55,Month-to-month,DSL,38.87,2089.64,Electronic check,Yes,Yes,0,No,Yes,1,0
CUST01772,35,Two year,No,24.63,832.52,Bank transfer (automatic),No,No,0,Yes,No,1,0
CUST01773,67,One year,Fiber optic,26.11,1717.34,Credit card (automatic),No,No,1,No,Yes,2,0
CUST01774,6,Month-to-month,DSL,95.52,563.79,Mailed check,No,No,0,No,No,3,1
CUST01775,53,Month-to-month,Fiber optic,63.37,3215.44,Electronic check,Yes,Yes,1,Yes,Yes,1,0
CUST01776,0,Month-to-month,No,92.07,90.44,Electronic check,No,No,0,No,Yes,2,1
CUST01777,43,Month-to-month,No,87.59,3632.04,Electronic check,Yes,No,0,Yes,No,2,1
CUST01778,44,Month-to-month,DSL,31.81,1385.9,Electronic check,No,No,0,Yes,No,1,0
CUST01779,46,Month-to-month,DSL,32.57,1493.84,Electronic check,Yes,No,0,No,No,1,0
CUST01780,12,Month-to-month,Fiber optic,95.04,1089.31,Credit card (automatic),No,No,0,No,No,1,1
CUST01781,21,Two year,Fiber optic,91.57,1915.02,Mailed check,Yes,Yes,0,No,Yes,0,1
CUST01782,20,Month-to-month,Fiber optic,56.56,1125.74,Bank transfer (automatic),Yes,Yes,0,No,No,0,0
CUST01783,8,Month-to-month,DSL,25.9,200.39,Electronic check,Yes,Yes,0,Yes,No,1,0
CUST01784,25,Month-to-month,No,19.23,457.41,Electronic check,Yes,No,0,Yes,Yes,0,1
CUST01785,8,Two year,Fiber optic,47.39,372.74,Bank transfer (automatic),No,Yes,1,Yes,No,0,0
CUST01786,14,Month-to-month,No,18.94,256.47,Credit card (automatic),Yes,No,1,No,No,3,0
CUST01787,9,Month-to-month,Fiber optic,41.47,358.14,Mailed check,No,No,0,No,No,3,0
CUST01788,41,Month-to-month,Fiber optic,60.79,2381.3,Credit card (automatic),Yes,No,0,No,Yes,3,0
CUST01789,71,One year,No,30.38,2070.27,Credit card (automatic),No,No,0,No,No,1,0
CUST01790,23,One year,Fiber optic,28.64,633.61,Electronic check,Yes,No,0,No,Yes,1,0
CUST01791,48,Two year,No,109.44,5199.49,Electronic check,Yes,No,0,No,Yes,1,0
CUST01792,25,Two year,No,77.72,1922.0,Bank transfer (automatic),No,No,0,No,No,2,1
CUST01793,36,One year,Fiber optic,113.31,3976.04,Mailed check,No,No,0,No,Yes,0,1
CUST01794,67,One year,Fiber optic,53.27,3489.38,Electronic check,No,No,0,Yes,Yes,3,0
CUST01795,49,Month-to-month,DSL,87.07,4248.9,Mailed check,No,Yes,0,Yes,Yes,1,0
CUST01796,23,Month-to-month,DSL,38.88,890.13,Mailed check,Yes,No,0,Yes,Yes,1,0
CUST01797,18,Two year,DSL,81.07,1446.76,Credit card (automatic),No,Yes,0,No,No,1,0
CUST01798,59,Month-to-month,DSL,31.22,1784.35,Electronic check,No,No,0,No,Yes,1,1
CUST01799,38,Month-to-month,DSL,18.21,670.06,Electronic check,No,Yes,0,Yes,Yes,2,0
CUST01800,17,One year,DSL,113.02,1910.57,Mailed check,Yes,Yes,0,No,Yes,0,1
CUST01801,18,Month-to-month,Fiber optic,74.6,1337.87,Bank transfer (automatic),No,No,1,No,No,0,1
CUST01802,35,One year,Fiber optic,112.55,3899.55,Bank transfer (automatic),No,No,0,Yes,No,5,0
CUST01803,54,One year,DSL,52.05,2776.57,Credit card (automatic),No,No,0,No,No,1,0
CUST01804,68,Month-to-month,DSL,51.43,3419.98,Credit card (automatic),No,No,0,No,Yes,3,0
CUST01805,46,Two year,Fiber optic,58.87,2618.43,Bank transfer (automatic),No,No,0,Yes,No,2,0
CUST01806,48,Month-to-month,Fiber optic,90.02,4156.9,Electronic check,No,No,0,Yes,Yes,0,1
CUST01807,32,Month-to-month,Fiber optic,75.71,2318.58,Mailed check,Yes,No,0,Yes,Yes,1,0
CUST01808,20,Month-to-month,Fiber optic,112.39,2217.25,Bank transfer (automatic),No,Yes,1,No,Yes,1,1
CUST01809,21,One year,No,20.59,427.57,Credit card (automatic),No,No,0,Yes,Yes,0,1
CUST01810,47,One year,Fiber optic,90.24,4105.27,Credit card (automatic),No,No,0,No,Yes,0,0
CUST01811,36,Month-to-month,Fiber optic,51.69,1768.36,Bank transfer (automatic),Yes,No,0,No,Yes,2,0
CUST01812,14,One year,No,36.38,507.76,Mailed check,No,No,0,Yes,Yes,0,0
CUST01813,34,Month-to-month,No,70.06,2315.0,Electronic check,No,No,0,No,No,0,1
CUST01814,70,Two year,Fiber optic,69.52,4860.22,Electronic check,Yes,Yes,1,No,Yes,1,0
CUST01815,31,Month-to-month,Fiber optic,31.98,975.39,Electronic check,No,Yes,0,Yes,No,1,0
CUST01816,10,One year,DSL,38.59,369.0,Electronic check,Yes,Yes,0,No,Yes,2,1
CUST01817,9,Month-to-month,Fiber optic,59.63,518.61,Mailed check,Yes,Yes,1,No,Yes,2,0
CUST01818,72,Month-to-month,No,59.7,4224.69,Electronic check,No,No,0,Yes,Yes,1,0
CUST01819,56,Month-to-month,Fiber optic,50.39,2772.35,Bank transfer (automatic),No,Yes,0,Yes,Yes,0,0
CUST01820,24,Two year,No,33.15,765.05,Mailed check,Yes,Yes,0,No,No,0,0
CUST01821,1,Month-to-month,Fiber optic,18.45,17.69,Bank transfer (automatic),Yes,No,0,No,No,2,1
CUST01822,63,Two year,No,116.96,7102.03,Mailed check,No,No,0,Yes,Yes,1,0
CUST01823,34,Month-to-month,Fiber optic,114.24,3842.77,Electronic check,Yes,No,0,Yes,Yes,0,0
CUST01824,6,Month-to-month,DSL,67.33,388.67,Credit card (automatic),Yes,No,0,No,Yes,1,0
CUST01825,17,Month-to-month,Fiber optic,119.5,2001.21,Electronic check,No,No,0,Yes,Yes,2,1
CUST01826,66,Two year,DSL,86.71,5685.66,Credit card (automatic),Yes,No,0,No,No,1,0
CUST01827,41,Month-to-month,DSL,25.02,994.62,Electronic check,No,No,1,No,Yes,0,0
CUST01828,38,Two year,No,30.01,1083.76,Mailed check,Yes,No,0,Yes,Yes,1,0
CUST01829,40,Two year,DSL,111.44,4266.36,Electronic check,No,Yes,0,Yes,Yes,0,0
CUST01830,23,Two year,Fiber optic,82.27,1827.11,Electronic check,Yes,No,0,No,Yes,1,0
CUST01831,59,Month-to-month,DSL,104.0,5887.48,Mailed check,No,No,0,No,No,4,1
CUST01832,45,One year,DSL,109.62,4757.66,Bank transfer (automatic),No,No,0,No,Yes,1,0
CUST01833,18,One year,No,63.69,1120.28,Electronic check,No,No,0,No,Yes,2,1
CUST01834,67,Month-to-month,Fiber optic,22.95,1462.39,Bank transfer (automatic),No,No,0,No,No,0,0
CUST01835,41,One year,Fiber optic,37.2,1453.84,Electronic check,No,No,0,Yes,Yes,2,1
CUST01836,31,Month-to-month,Fiber optic,24.79,762.95,Mailed check,Yes,Yes,0,No,Yes,2,0
CUST01837,38,Month-to-month,Fiber optic,37.25,1381.69,Credit card (automatic),No,Yes,0,Yes,Yes,2,0
CUST01838,35,Month-to-month,No,59.87,2088.7,Credit card (automatic),Yes,Yes,0,No,No,1,0
CUST01839,35,Month-to-month,Fiber optic,30.06,999.67,Mailed check,No,Yes,0,Yes,No,0,0
CUST01840,2,Month-to-month,Fiber optic,35.01,66.52,Electronic check,Yes,Yes,0,Yes,No,0,1
CUST01841,72,Month-to-month,No,63.47,4510.34,Electronic check,No,No,0,Yes,No,1,0
CUST01842,7,One year,DSL,52.7,359.24,Credit card (automatic),Yes,No,0,Yes,Yes,1,0
CUST01843,69,Month-to-month,Fiber optic,65.7,4513.76,Electronic check,No,No,0,Yes,Yes,0,0
CUST01844,40,Month-to-month,No,61.78,2444.83,Credit card (automatic),No,No,0,Yes,No,0,0
CUST01845,67,Month-to-month,Fiber optic,83.74,5471.43,Mailed check,Yes,No,0,Yes,Yes,1,0
CUST01846,12,One year,No,113.59,1327.54,Credit card (automatic),No,Yes,1,Yes,Yes,2,1
CUST01847,48,One year,Fiber optic,29.0,1378.86,Mailed check,No,No,0,No,No,3,0
CUST01848,59,One year,No,28.12,1642.8,Mailed check,No,No,0,No,Yes,1,0
CUST01849,1,One year,No,104.99,101.19,Bank transfer (automatic),No,Yes,0,Yes,Yes,1,0
CUST01850,59,Month-to-month,DSL,69.65,4042.5,Credit card (automatic),No,Yes,0,No,No,2,0
CUST01851,4,One year,DSL,96.17,377.82,Credit card (automatic),No,Yes,0,Yes,No,1,0
CUST01852,43,Month-to-month,Fiber optic,39.97,1706.34,Bank transfer (automatic),Yes,No,0,Yes,Yes,1,0
CUST01853,26,Month-to-month,Fiber optic,102.54,2648.52,Bank transfer (automatic),No,No,0,Yes,Yes,2,1
CUST01854,31,One year,DSL,112.23,3351.84,Bank transfer (automatic),Yes,No,1,Yes,Yes,0,1
CUST01855,20,Month-to-month,DSL,82.82,1646.44,Bank transfer (automatic),No,Yes,0,No,Yes,0,0
CUST01856,7,One year,DSL,28.8,200.84,Credit card (automatic),No,Yes,1,No,No,1,0
CUST01857,71,One year,No,109.32,7416.18,Mailed check,Yes,Yes,0,Yes,No,3,0
CUST01858,49,Month-to-month,Fiber optic,98.83,4739.46,Bank transfer (automatic),No,Yes,0,No,Yes,0,0
CUST01859,66,Month-to-month,Fiber optic,94.59,6067.03,Mailed check,No,Yes,0,No,No,0,0
CUST01860,43,Month-to-month,DSL,21.75,907.29,Bank transfer (automatic),Yes,Yes,0,Yes,No,1,0
CUST01861,57,Two year,Fiber optic,99.49,5587.24,Credit card (automatic),No,No,0,No,No,4,0
CUST01862,2,One year,DSL,32.07,61.35,Mailed check,No,No,0,Yes,Yes,1,0
CUST01863,69,Month-to-month,DSL,40.68,2781.65,Electronic check,Yes,No,0,No,Yes,0,0
CUST01864,1,Month-to-month,No,76.87,73.13,Mailed check,No,No,1,No,No,1,1
CUST01865,43,One year,No,45.03,1895.46,Electronic check,Yes,No,0,No,No,1,0
CUST01866,1,Two year,DSL,85.46,82.15,Mailed check,No,No,0,Yes,Yes,0,0
CUST01867,34,Month-to-month,DSL,80.02,2675.44,Credit card (automatic),Yes,Yes,0,No,No,3,1
CUST01868,29,Month-to-month,DSL,29.03,821.89,Bank transfer (automatic),No,No,1,Yes,Yes,2,0
CUST01869,7,Two year,Fiber optic,84.91,594.36,Credit card (automatic),Yes,No,1,Yes,No,1,0
CUST01870,21,Month-to-month,DSL,112.24,2340.81,Electronic check,Yes,Yes,0,No,Yes,3,0
CUST01871,43,Month-to-month,DSL,34.43,1431.38,Credit card (automatic),No,Yes,0,No,No,3,0
CUST01872,57,Two year,DSL,78.9,4391.27,Bank transfer (automatic),No,No,0,No,No,1,0
CUST01873,35,One year,Fiber optic,52.87,1787.33,Electronic check,No,No,1,Yes,No,0,0
CUST01874,68,Month-to-month,Fiber optic,64.88,4352.01,Bank transfer (automatic),No,Yes,0,Yes,No,0,0
CUST01875,30,Month-to-month,Fiber optic,47.27,1377.15,Credit card (automatic),No,Yes,0,No,Yes,1,0
CUST01876,46,Month-to-month,Fiber optic,54.12,2379.41,Electronic check,No,No,0,Yes,Yes,3,0
